Sale Price,City,Neighborhood,Pincode,Property Size (sqft),Lot Size,Bedrooms,Bathrooms,Year Built,Nearby Amenities,Market Trends
3349000,Nagapattinam,Nagapattinam Sector 4,64483,1134,1705,2,1,1995,"Market, Bus Stand",Declining
5718000,Mayiladuthurai,Mayiladuthurai Sector 2,63311,1876,2607,5,4,2010,"Parks, School",Rising
12040000,Dharmapuri,Dharmapuri Sector 8,61749,4216,4634,2,1,1997,"Market, Bus Stand",Declining
12034000,Ramanathapuram,Ramanathapuram Sector 3,62413,4162,4730,4,3,2004,"Market, Bus Stand",Stable
10263000,Kancheepuram,Kancheepuram Sector 3,62218,2124,2332,1,1,2006,"Market, Bus Stand",Rising
5419000,Krishnagiri,Krishnagiri Sector 3,64396,1863,2768,2,2,2018,"Parks, School",Stable
9383000,Thiruvarur,Thiruvarur Sector 2,62865,3213,3754,4,3,1998,,Declining
4073000,Perambalur,Perambalur Sector 5,60920,1357,2126,3,2,2008,,Stable
10268000,Krishnagiri,Krishnagiri Sector 4,61405,3592,4442,2,2,2010,"Parks, School",Stable
9055000,Viluppuram,Viluppuram Sector 5,62435,3042,3970,5,4,2010,"Market, Bus Stand",Declining
10209000,Mayiladuthurai,Mayiladuthurai Sector 6,60351,3523,3971,3,3,2020,"Hospital, Mall",Stable
10196000,Thanjavur,Thanjavur Sector 7,61112,3459,3740,5,5,2000,"Parks, School",Stable
2598000,Sivaganga,Sivaganga Sector 7,63619,886,1614,1,1,2001,"Hospital, Mall",Stable
10593000,The Nilgiris,The Nilgiris Sector 6,60866,1703,2104,4,4,2004,,Rising
7089000,Thiruvallur,Thiruvallur Sector 5,63987,2489,2954,1,1,2021,,Stable
6285000,Dindigul,Dindigul Sector 7,60495,2209,2795,1,1,2021,,Rising
26880000,Chennai,Chennai Sector 9,63442,3098,4029,5,4,1991,"Parks, School",Stable
3934000,Thiruvallur,Thiruvallur Sector 3,64480,1251,1731,4,3,1990,"Parks, School",Stable
5915000,Theni,Theni Sector 9,64752,2028,2664,2,1,1999,"Hospital, Mall",Stable
11614000,Cuddalore,Cuddalore Sector 2,60986,4089,4577,2,2,2003,"Temple, Gym",Stable
12514000,Tirupathur,Tirupathur Sector 7,62305,4320,4527,4,3,2024,,Stable
16427000,Chengalpattu,Chengalpattu Sector 10,60382,3252,3565,2,1,2013,,Stable
6664000,Sivaganga,Sivaganga Sector 9,60733,2333,3104,1,1,2024,"Parks, School",Rising
8682000,Sivaganga,Sivaganga Sector 1,60759,3020,3581,2,2,1998,"Market, Bus Stand",Stable
11555000,Tirunelveli,Tirunelveli Sector 6,64279,3992,4578,4,4,2005,"Hospital, Mall",Stable
12286000,Erode,Erode Sector 6,64175,3400,4167,4,4,2003,"Parks, School",Stable
10988000,Mayiladuthurai,Mayiladuthurai Sector 1,63218,3851,4799,2,2,2001,,Stable
17650000,The Nilgiris,The Nilgiris Sector 9,61677,2906,3302,2,2,2014,"Hospital, Mall",Stable
7397000,Ariyalur,Ariyalur Sector 9,64798,2466,2740,5,5,1993,"Temple, Gym",Rising
6410000,Mayiladuthurai,Mayiladuthurai Sector 8,62916,2253,2704,1,1,1998,"Market, Bus Stand",Stable
4750000,Tirunelveli,Tirunelveli Sector 5,62916,1631,2000,2,2,1992,"Parks, School",Stable
8898000,Tiruchirappalli,Tiruchirappalli Sector 10,60934,2001,2237,5,4,2024,,Stable
9794000,Theni,Theni Sector 6,63682,3389,4276,3,2,2019,"Parks, School",Declining
8195000,Sivaganga,Sivaganga Sector 2,62377,2827,3142,3,2,2004,"Hospital, Mall",Stable
3541000,Kanniyakumari,Kanniyakumari Sector 4,64810,1232,1603,1,1,2006,"Hospital, Mall",Rising
5703000,Virudhunagar,Virudhunagar Sector 6,60620,1917,2720,3,2,1994,"Market, Bus Stand",Declining
9433000,Dindigul,Dindigul Sector 5,60962,3198,3700,5,5,2000,"Hospital, Mall",Stable
24230000,The Nilgiris,The Nilgiris Sector 6,62502,3987,4980,3,3,2004,"Temple, Gym",Rising
9460000,Dharmapuri,Dharmapuri Sector 9,64352,3189,4020,5,5,1995,"Temple, Gym",Rising
6113000,Chennai,Chennai Sector 6,64941,711,1371,1,1,2015,"Temple, Gym",Stable
8867000,Ariyalur,Ariyalur Sector 3,64662,3132,4096,1,1,2017,"Hospital, Mall",Stable
15947000,Erode,Erode Sector 3,64193,4472,4757,3,2,2013,"Parks, School",Stable
11547000,Viluppuram,Viluppuram Sector 10,64747,3930,4483,5,4,1997,,Stable
7384000,Nagapattinam,Nagapattinam Sector 6,62152,2612,3262,1,1,2012,"Hospital, Mall",Stable
19015000,Madurai,Madurai Sector 6,61922,4208,4434,1,1,2017,"Hospital, Mall",Declining
7915000,Tenkasi,Tenkasi Sector 2,60608,2786,3214,1,1,1997,,Stable
4496000,Karur,Karur Sector 7,60539,1491,2229,3,2,1992,"Market, Bus Stand",Rising
17131000,Coimbatore,Coimbatore Sector 1,62728,3092,3412,1,1,2005,"Hospital, Mall",Rising
6011000,Salem,Salem Sector 2,60186,1493,1978,3,2,2014,"Temple, Gym",Stable
9232000,Dharmapuri,Dharmapuri Sector 5,64393,3160,3425,4,3,2014,,Stable
3699000,Nagapattinam,Nagapattinam Sector 5,64124,1300,1550,1,1,2002,"Hospital, Mall",Stable
3403000,Cuddalore,Cuddalore Sector 3,61998,1193,1485,1,1,2015,,Stable
11359000,Thoothukudi,Thoothukudi Sector 8,64628,3402,4228,5,5,1996,"Temple, Gym",Declining
20632000,Kancheepuram,Kancheepuram Sector 1,60429,4207,4740,4,4,2021,"Market, Bus Stand",Rising
8113000,Tenkasi,Tenkasi Sector 9,62899,2810,3374,2,2,2023,"Temple, Gym",Rising
16701000,Chengalpattu,Chengalpattu Sector 6,60276,3263,3999,4,3,1990,"Market, Bus Stand",Declining
7943000,Thanjavur,Thanjavur Sector 9,61845,2716,2936,3,2,1997,"Hospital, Mall",Stable
11492000,Dharmapuri,Dharmapuri Sector 8,62729,4065,4435,1,1,2011,"Market, Bus Stand",Stable
5407000,Kallakurichi,Kallakurichi Sector 10,64198,1736,2039,5,4,2021,"Hospital, Mall",Stable
7806000,Mayiladuthurai,Mayiladuthurai Sector 6,60998,2726,3125,2,1,2016,,Rising
10754000,Perambalur,Perambalur Sector 5,61248,3749,4418,3,3,2017,"Temple, Gym",Stable
3877000,Theni,Theni Sector 10,64153,1225,1942,4,4,2002,"Hospital, Mall",Stable
8105000,Vellore,Vellore Sector 7,63612,2197,2563,2,1,2007,"Temple, Gym",Rising
13140000,Tiruppur,Tiruppur Sector 1,60294,3154,3883,5,5,1997,"Hospital, Mall",Stable
6013000,Thanjavur,Thanjavur Sector 5,64937,2070,2966,2,1,2020,"Temple, Gym",Declining
19681000,Kancheepuram,Kancheepuram Sector 4,60802,3992,4203,5,5,2007,"Parks, School",Declining
6026000,Tenkasi,Tenkasi Sector 1,61882,2039,2801,3,2,2010,,Declining
9126000,Cuddalore,Cuddalore Sector 4,64829,3183,3608,2,2,2017,"Parks, School",Declining
11167000,Tirunelveli,Tirunelveli Sector 5,61153,3911,4459,2,2,2024,"Market, Bus Stand",Declining
8775000,Karur,Karur Sector 3,64471,3097,3982,1,1,2017,"Parks, School",Declining
8307000,Pudukkottai,Pudukkottai Sector 3,63107,2844,3317,3,3,1998,,Stable
26579000,The Nilgiris,The Nilgiris Sector 10,63491,4407,4943,1,1,2004,,Stable
14537000,Erode,Erode Sector 2,62277,4021,4516,5,5,1994,"Temple, Gym",Declining
4671000,Tirupathur,Tirupathur Sector 1,63424,1611,1830,2,2,2000,"Parks, School",Stable
3051000,Karur,Karur Sector 1,63379,1060,1276,1,1,2004,"Market, Bus Stand",Declining
19082000,Kancheepuram,Kancheepuram Sector 2,63277,3922,4710,3,3,2014,"Parks, School",Stable
10149000,Cuddalore,Cuddalore Sector 3,64225,3513,4309,3,3,2005,"Market, Bus Stand",Stable
6266000,Theni,Theni Sector 10,60609,2104,2684,4,3,2022,"Parks, School",Stable
6159000,Thiruvarur,Thiruvarur Sector 7,62442,2041,2907,4,4,1990,,Stable
9186000,Ariyalur,Ariyalur Sector 3,64236,3114,3707,5,4,1996,"Hospital, Mall",Stable
2493000,Thiruvarur,Thiruvarur Sector 10,61860,696,948,5,5,1990,"Market, Bus Stand",Rising
7681000,Tenkasi,Tenkasi Sector 9,64585,2699,3074,1,1,2008,"Market, Bus Stand",Declining
6073000,Nagapattinam,Nagapattinam Sector 4,64955,2082,2988,2,1,1998,"Temple, Gym",Stable
2478000,Tirunelveli,Tirunelveli Sector 8,61985,720,1145,5,4,2013,"Temple, Gym",Declining
9374000,Thiruvarur,Thiruvarur Sector 4,64439,3195,3820,4,3,2005,"Temple, Gym",Declining
4896000,Salem,Salem Sector 2,61285,1153,1381,5,4,1990,"Temple, Gym",Declining
15487000,Chennai,Chennai Sector 10,63724,1810,2802,1,1,2022,"Temple, Gym",Stable
7603000,Krishnagiri,Krishnagiri Sector 10,63348,2685,2940,1,1,1993,"Hospital, Mall",Rising
9590000,Vellore,Vellore Sector 2,63124,2555,3485,4,3,2008,,Declining
6503000,Thoothukudi,Thoothukudi Sector 4,60243,1874,2331,5,4,2022,"Hospital, Mall",Stable
2678000,Tiruppur,Tiruppur Sector 7,63503,638,1288,1,1,1996,,Rising
5242000,Dindigul,Dindigul Sector 9,63839,1744,2343,4,4,2017,"Market, Bus Stand",Stable
7529000,Tirupathur,Tirupathur Sector 9,63511,2497,3213,5,4,2006,"Parks, School",Rising
11470000,Madurai,Madurai Sector 6,63341,2499,3056,2,2,2001,"Hospital, Mall",Rising
6523000,Erode,Erode Sector 1,64128,1779,2446,3,3,2010,"Parks, School",Declining
5997000,Madurai,Madurai Sector 6,61169,1251,2231,4,4,2002,"Parks, School",Stable
9390000,Chengalpattu,Chengalpattu Sector 5,60454,1773,2747,5,5,2022,"Parks, School",Rising
6543000,Thiruvallur,Thiruvallur Sector 4,63625,2263,2667,2,1,2004,"Market, Bus Stand",Stable
14890000,Vellore,Vellore Sector 8,62458,4107,5044,1,1,2005,"Market, Bus Stand",Declining
5264000,Chengalpattu,Chengalpattu Sector 5,63299,954,1173,5,4,1994,"Parks, School",Stable
3028000,Dharmapuri,Dharmapuri Sector 3,62637,1013,1404,2,2,2003,"Parks, School",Stable
5822000,Perambalur,Perambalur Sector 9,64884,1920,2845,4,4,2008,"Hospital, Mall",Stable
